sheet,address,formula,functions,referenced_sheets
Feb IOP 2012 Attend,AI82,=SUM(F82:AH82),SUM,
Feb IOP 2012 Attend,F84,=SUM(F4:F83),SUM,
Feb IOP 2012 Attend,K84,=SUM(K4:K83),SUM,
Feb IOP 2012 Attend,R84,=SUM(R4:R83),SUM,
Feb IOP 2012 Attend,Y84,=SUM(Y4:Y83),SUM,
Feb IOP 2012 Attend,AF84,=SUM(AF4:AF83),SUM,
Feb IOP 2012 Attend,AI84,=SUM(F84:AH84),SUM,
Feb IOP 2012 Attend,I85,=SUM(F84:H84),SUM,
Feb IOP 2012 Attend,P85,=SUM(K84:O84),SUM,
Feb IOP 2012 Attend,W85,=SUM(R84:V84),SUM,
Feb IOP 2012 Attend,AD85,=SUM(Y84:AC84),SUM,
Feb IOP 2012 Attend,AH85,=SUM(AF84:AH84),SUM,
Feb IOP 2012 Attend,B86,='Staffing February'!K1,,Staffing February
Feb IOP 2012 Attend,B89,=AI2,,
Feb IOP 2012 Attend,C89,='Daily Census IP 2012'!A2,,Daily Census IP 2012
Feb IOP 2012 Attend,B92,=SUM(AI2*C92),SUM,
Feb IOP 2012 Attend,C92,='Daily Census IP 2012'!A51,,Daily Census IP 2012
Mar IOP Attend,A1,='Jan IOP 2012 Attend'!A1:AJ1,,Jan IOP 2012 Attend
Mar IOP Attend,AK2,=SUM(AK4:AK82),SUM,
Mar IOP Attend,AK3,=B92,,
Mar IOP Attend,D4,=SUM(A5-A4),SUM,
Mar IOP Attend,AK4,=SUM(E4:AI4),SUM,
Mar IOP Attend,D6,=SUM(A7-A6),SUM,
Mar IOP Attend,AK6,=SUM(E6:AI6),SUM,
Mar IOP Attend,D8,=SUM(A9-A8),SUM,
Mar IOP Attend,AK8,=SUM(E8:AI8),SUM,
Mar IOP Attend,D10,=SUM(A11-A10),SUM,
Mar IOP Attend,AK10,=SUM(E10:AI10),SUM,
Mar IOP Attend,D12,=SUM(A13-A12),SUM,
Mar IOP Attend,AK12,=SUM(E12:AI12),SUM,
Mar IOP Attend,D14,=SUM(A15-A14),SUM,
Mar IOP Attend,AK14,=SUM(E14:AI14),SUM,
Mar IOP Attend,D16,=SUM(A17-A16),SUM,
Mar IOP Attend,AK16,=SUM(E16:AI16),SUM,
Mar IOP Attend,D18,=SUM(A19-A18),SUM,
Mar IOP Attend,AK18,=SUM(E18:AI18),SUM,
Mar IOP Attend,D20,=SUM(A21-A20),SUM,
Mar IOP Attend,AK20,=SUM(E20:AI20),SUM,
Mar IOP Attend,D22,=SUM(A23-A22),SUM,
Mar IOP Attend,AK22,=SUM(E22:AI22),SUM,
Mar IOP Attend,D24,=SUM(A25-A24),SUM,
Mar IOP Attend,AK24,=SUM(E24:AI24),SUM,
Mar IOP Attend,D26,=SUM(A27-A26),SUM,
Mar IOP Attend,AK26,=SUM(E26:AI26),SUM,
Mar IOP Attend,D28,=SUM(A29-A28),SUM,
Mar IOP Attend,AK28,=SUM(E28:AI28),SUM,
Mar IOP Attend,D30,=SUM(A31-A30),SUM,
Mar IOP Attend,AK30,=SUM(E30:AI30),SUM,
Mar IOP Attend,D32,=SUM(A33-A32),SUM,
Mar IOP Attend,AK32,=SUM(E32:AI32),SUM,
Mar IOP Attend,D34,=SUM(A35-A34),SUM,
Mar IOP Attend,AK34,=SUM(E34:AI34),SUM,
Mar IOP Attend,D36,=SUM(A37-A36),SUM,
Mar IOP Attend,AK36,=SUM(E36:AI36),SUM,
Mar IOP Attend,D38,=SUM(A39-A38),SUM,
Mar IOP Attend,AK38,=SUM(E38:AI38),SUM,
Mar IOP Attend,D40,=SUM(A41-A40),SUM,
Mar IOP Attend,AK40,=SUM(E40:AI40),SUM,
Mar IOP Attend,D42,=SUM(A43-A42),SUM,
Mar IOP Attend,AK42,=SUM(E42:AI42),SUM,
Mar IOP Attend,D44,=SUM(A45-A44),SUM,
Mar IOP Attend,AK44,=SUM(E44:AI44),SUM,
Mar IOP Attend,D46,=SUM(A47-A46),SUM,
Mar IOP Attend,AK46,=SUM(E46:AI46),SUM,
Mar IOP Attend,D48,=SUM(A49-A48),SUM,
Mar IOP Attend,AK48,=SUM(E48:AI48),SUM,
Mar IOP Attend,D50,=SUM(A51-A50),SUM,
Mar IOP Attend,AK50,=SUM(E50:AI50),SUM,
Mar IOP Attend,D52,=SUM(A53-A52),SUM,
Mar IOP Attend,AK52,=SUM(E52:AI52),SUM,
Mar IOP Attend,D54,=SUM(A55-A54),SUM,
Mar IOP Attend,AK54,=SUM(E54:AI54),SUM,
Mar IOP Attend,D56,=SUM(A57-A56),SUM,
Mar IOP Attend,AK56,=SUM(E56:AI56),SUM,
Mar IOP Attend,D58,=SUM(A59-A58),SUM,
Mar IOP Attend,AK58,=SUM(E58:AI58),SUM,
Mar IOP Attend,D60,=SUM(A61-A60),SUM,
Mar IOP Attend,AK60,=SUM(E60:AI60),SUM,
Mar IOP Attend,D62,=SUM(A63-A62),SUM,
Mar IOP Attend,AK62,=SUM(E62:AI62),SUM,
Mar IOP Attend,D64,=SUM(A65-A64),SUM,
Mar IOP Attend,AK64,=SUM(E64:AI64),SUM,
Mar IOP Attend,D66,=SUM(A67-A66),SUM,
Mar IOP Attend,AK66,=SUM(E66:AI66),SUM,
Mar IOP Attend,D68,=SUM(A69-A68),SUM,
Mar IOP Attend,AK68,=SUM(E68:AI68),SUM,
Mar IOP Attend,D70,=SUM(A71-A70),SUM,
Mar IOP Attend,AK70,=SUM(E70:AI70),SUM,
Mar IOP Attend,D72,=SUM(A73-A72),SUM,
Mar IOP Attend,AK72,=SUM(E72:AI72),SUM,
Mar IOP Attend,D74,=SUM(A75-A74),SUM,
Mar IOP Attend,AK74,=SUM(E74:AI74),SUM,
Mar IOP Attend,D76,=SUM(A77-A76),SUM,
Mar IOP Attend,AK76,=SUM(E76:AI76),SUM,
Mar IOP Attend,D78,=SUM(A79-A78),SUM,
Mar IOP Attend,AK78,=SUM(E78:AI78),SUM,
Mar IOP Attend,D80,=SUM(A81-A80),SUM,
Mar IOP Attend,AK80,=SUM(E80:AI80),SUM,
Mar IOP Attend,D82,=SUM(A83-A82),SUM,
Mar IOP Attend,AK82,=SUM(E82:AI82),SUM,
Mar IOP Attend,E84,=SUM(E4:E82),SUM,
Mar IOP Attend,I84,=SUM(I4:I82),SUM,
Mar IOP Attend,P84,=SUM(P4:P82),SUM,
Mar IOP Attend,W84,=SUM(W4:W82),SUM,
Mar IOP Attend,AD84,=SUM(AD4:AD82),SUM,
Mar IOP Attend,AJ84,=SUM(AJ4:AJ63),SUM,
Mar IOP Attend,AK84,=SUM(AK4:AK82),SUM,
Mar IOP Attend,G85,=SUM(E84:F84),SUM,
Mar IOP Attend,N85,=SUM(I84:M84),SUM,
Mar IOP Attend,U85,=SUM(P84:T84),SUM,
Mar IOP Attend,AB85,=SUM(W84:AA84),SUM,
Mar IOP Attend,AI85,=SUM(AD84:AH84),SUM,
Mar IOP Attend,AK85,=SUM(G85:AI85),SUM,
Mar IOP Attend,B86,='Staffing March'!K1,,Staffing March
Mar IOP Attend,AK86,=SUM(E86:AI86),SUM,
Mar IOP Attend,B89,=AK2,,
Mar IOP Attend,C89,='Daily Census IP 2012'!A2,,Daily Census IP 2012
Mar IOP Attend,B92,=SUM(AK2*C92),SUM,
Mar IOP Attend,C92,='Daily Census IP 2012'!A51,,Daily Census IP 2012
Apr IOP Attend,A1,='Jan IOP 2012 Attend'!A1:AJ1,,Jan IOP 2012 Attend
Apr IOP Attend,AJ2,=SUM(AJ4:AJ98),SUM,
Apr IOP Attend,AJ3,=B108,,
Apr IOP Attend,D4,=SUM(A5-A4),SUM,
Apr IOP Attend,AJ4,=SUM(F4:AH4),SUM,
Apr IOP Attend,D6,=SUM(A7-A6),SUM,
Apr IOP Attend,AJ6,=SUM(F6:AH6),SUM,
Apr IOP Attend,D8,=SUM(A9-A8),SUM,
Apr IOP Attend,AJ8,=SUM(F8:AH8),SUM,
Apr IOP Attend,D10,=SUM(A11-A10),SUM,
Apr IOP Attend,AJ10,=SUM(F10:AH10),SUM,
Apr IOP Attend,D12,=SUM(A13-A12),SUM,
Apr IOP Attend,AJ12,=SUM(F12:AH12),SUM,
Apr IOP Attend,D14,=SUM(A15-A14),SUM,
Apr IOP Attend,AJ14,=SUM(F14:AH14),SUM,
Apr IOP Attend,D16,=SUM(A17-A16),SUM,
Apr IOP Attend,AJ16,=SUM(F16:AH16),SUM,
Apr IOP Attend,D18,=SUM(A19-A18),SUM,
Apr IOP Attend,AJ18,=SUM(F18:AH18),SUM,
Apr IOP Attend,D20,=SUM(A21-A20),SUM,
Apr IOP Attend,AJ20,=SUM(F20:AH20),SUM,
Apr IOP Attend,D22,=SUM(A23-A22),SUM,
Apr IOP Attend,AJ22,=SUM(F22:AH22),SUM,
Apr IOP Attend,D24,=SUM(A25-A24),SUM,
Apr IOP Attend,AJ24,=SUM(F24:AH24),SUM,
Apr IOP Attend,D26,=SUM(A27-A26),SUM,
Apr IOP Attend,AJ26,=SUM(F26:AH26),SUM,
Apr IOP Attend,D28,=SUM(A29-A28),SUM,
Apr IOP Attend,AJ28,=SUM(F28:AH28),SUM,
Apr IOP Attend,D30,=SUM(A31-A30),SUM,
Apr IOP Attend,AJ30,=SUM(F30:AH30),SUM,
Apr IOP Attend,D32,=SUM(A33-A32),SUM,
Apr IOP Attend,AJ32,=SUM(F32:AH32),SUM,
Apr IOP Attend,D34,=SUM(A35-A34),SUM,
Apr IOP Attend,AJ34,=SUM(F34:AH34),SUM,
Apr IOP Attend,D36,=SUM(A37-A36),SUM,
Apr IOP Attend,AJ36,=SUM(F36:AH36),SUM,
Apr IOP Attend,D38,=SUM(A39-A38),SUM,
Apr IOP Attend,AJ38,=SUM(F38:AH38),SUM,
Apr IOP Attend,D40,=SUM(A41-A40),SUM,
Apr IOP Attend,AJ40,=SUM(F40:AH40),SUM,
Apr IOP Attend,D42,=SUM(A43-A42),SUM,
Apr IOP Attend,AJ42,=SUM(F42:AH42),SUM,
Apr IOP Attend,D44,=SUM(A45-A44),SUM,
Apr IOP Attend,AJ44,=SUM(F44:AH44),SUM,
Apr IOP Attend,D46,=SUM(A47-A46),SUM,
Apr IOP Attend,AJ46,=SUM(F46:AH46),SUM,
Apr IOP Attend,D48,=SUM(A49-A48),SUM,
Apr IOP Attend,AJ48,=SUM(F48:AH48),SUM,
Apr IOP Attend,D50,=SUM(A51-A50),SUM,
Apr IOP Attend,AJ50,=SUM(F50:AH50),SUM,
Apr IOP Attend,D52,=SUM(A53-A52),SUM,
Apr IOP Attend,AJ52,=SUM(F52:AH52),SUM,
Apr IOP Attend,D54,=SUM(A55-A54),SUM,
Apr IOP Attend,AJ54,=SUM(F54:AH54),SUM,
Apr IOP Attend,D56,=SUM(A57-A56),SUM,
Apr IOP Attend,AJ56,=SUM(F56:AH56),SUM,
Apr IOP Attend,D58,=SUM(A59-A58),SUM,
Apr IOP Attend,AJ58,=SUM(F58:AH58),SUM,
Apr IOP Attend,D60,=SUM(A61-A60),SUM,
Apr IOP Attend,AJ60,=SUM(F60:AH60),SUM,
Apr IOP Attend,D62,=SUM(A63-A62),SUM,
Apr IOP Attend,AJ62,=SUM(F62:AH62),SUM,
Apr IOP Attend,D64,=SUM(A65-A64),SUM,
Apr IOP Attend,AJ64,=SUM(F64:AH64),SUM,
Apr IOP Attend,D66,=SUM(A67-A66),SUM,
Apr IOP Attend,AJ66,=SUM(F66:AH66),SUM,
Apr IOP Attend,D68,=SUM(A69-A68),SUM,
Apr IOP Attend,AJ68,=SUM(F68:AH68),SUM,
Apr IOP Attend,D70,=SUM(A71-A70),SUM,
Apr IOP Attend,AJ70,=SUM(F70:AH70),SUM,
Apr IOP Attend,D72,=SUM(A73-A72),SUM,
Apr IOP Attend,AJ72,=SUM(F72:AH72),SUM,
Apr IOP Attend,D74,=SUM(A75-A74),SUM,
Apr IOP Attend,AJ74,=SUM(F74:AH74),SUM,
Apr IOP Attend,D76,=SUM(A77-A76),SUM,
Apr IOP Attend,AJ76,=SUM(F76:AH76),SUM,
Apr IOP Attend,D78,=SUM(A79-A78),SUM,
Apr IOP Attend,AJ78,=SUM(F78:AH78),SUM,
Apr IOP Attend,D80,=SUM(A81-A80),SUM,
Apr IOP Attend,AJ80,=SUM(F80:AH80),SUM,
Apr IOP Attend,D82,=SUM(A83-A82),SUM,
Apr IOP Attend,AJ82,=SUM(F82:AH82),SUM,
Apr IOP Attend,D84,=SUM(A85-A84),SUM,
Apr IOP Attend,AJ84,=SUM(F84:AH84),SUM,
Apr IOP Attend,D86,=SUM(A87-A86),SUM,
Apr IOP Attend,AJ86,=SUM(F86:AH86),SUM,
Apr IOP Attend,D88,=SUM(A89-A88),SUM,
Apr IOP Attend,AJ88,=SUM(F88:AH88),SUM,
Apr IOP Attend,D90,=SUM(A91-A90),SUM,
Apr IOP Attend,AJ90,=SUM(F90:AH90),SUM,
Apr IOP Attend,D92,=SUM(A93-A92),SUM,
Apr IOP Attend,AJ92,=SUM(F92:AH92),SUM,
Apr IOP Attend,D94,=SUM(A95-A94),SUM,
Apr IOP Attend,AJ94,=SUM(F94:AH94),SUM,
Apr IOP Attend,D96,=SUM(A97-A96),SUM,
Apr IOP Attend,AJ96,=SUM(F96:AH96),SUM,
Apr IOP Attend,D98,=SUM(A99-A98),SUM,
Apr IOP Attend,AJ98,=SUM(F98:AH98),SUM,
Apr IOP Attend,F100,=SUM(F4:F98),SUM,
Apr IOP Attend,M100,=SUM(M4:M98),SUM,
Apr IOP Attend,T100,=SUM(T4:T98),SUM,
Apr IOP Attend,AA100,=SUM(AA4:AA98),SUM,
Apr IOP Attend,AH100,=SUM(AH4:AH98),SUM,
Apr IOP Attend,AJ100,=SUM(E100:AH100),SUM,
Apr IOP Attend,K101,=SUM(F100:J100),SUM,
Apr IOP Attend,R101,=SUM(M100:Q100),SUM,
Apr IOP Attend,Y101,=SUM(T100:X100),SUM,
Apr IOP Attend,AF101,=SUM(AA100:AE100),SUM,
Apr IOP Attend,AH101,=SUM(AH100),SUM,
Apr IOP Attend,B102,='Staffing April'!K1,,Staffing April
Apr IOP Attend,AJ102,=SUM(E102:AG102),SUM,
Apr IOP Attend,B105,=AJ2,,
Apr IOP Attend,C105,='Daily Census IP 2012'!A2,,Daily Census IP 2012
Apr IOP Attend,B108,=SUM(AJ2*C108),SUM,
Apr IOP Attend,C108,='Daily Census IP 2012'!A51,,Daily Census IP 2012
May IOP Attend,A1,='Jan IOP 2012 Attend'!A1:AJ1,,Jan IOP 2012 Attend
May IOP Attend,AJ2,=SUM(AJ4:AJ116),SUM,
May IOP Attend,AJ3,=B126,,
May IOP Attend,D4,=SUM(A5-A4),SUM,
May IOP Attend,AJ4,=SUM(E4:AI4),SUM,
May IOP Attend,D6,=SUM(A7-A6),SUM,
May IOP Attend,AJ6,=SUM(E6:AI6),SUM,
May IOP Attend,D8,=SUM(A9-A8),SUM,
May IOP Attend,AJ8,=SUM(E8:AI8),SUM,
May IOP Attend,D10,=SUM(A11-A10),SUM,
May IOP Attend,AJ10,=SUM(E10:AI10),SUM,
May IOP Attend,D12,=SUM(A13-A12),SUM,
May IOP Attend,AJ12,=SUM(E12:AI12),SUM,
May IOP Attend,D14,=SUM(A15-A14),SUM,
May IOP Attend,AJ14,=SUM(E14:AI14),SUM,
May IOP Attend,D16,=SUM(A17-A16),SUM,
May IOP Attend,AJ16,=SUM(E16:AI16),SUM,
May IOP Attend,D18,=SUM(A19-A18),SUM,
May IOP Attend,AJ18,=SUM(E18:AI18),SUM,
May IOP Attend,D20,=SUM(A21-A20),SUM,
May IOP Attend,AJ20,=SUM(E20:AI20),SUM,
May IOP Attend,D22,=SUM(A23-A22),SUM,
May IOP Attend,AJ22,=SUM(E22:AI22),SUM,
May IOP Attend,D24,=SUM(A25-A24),SUM,
May IOP Attend,AJ24,=SUM(E24:AI24),SUM,
May IOP Attend,D26,=SUM(A27-A26),SUM,
May IOP Attend,AJ26,=SUM(E26:AI26),SUM,
May IOP Attend,D28,=SUM(A29-A28),SUM,
May IOP Attend,AJ28,=SUM(E28:AI28),SUM,
May IOP Attend,D30,=SUM(A31-A30),SUM,
May IOP Attend,AJ30,=SUM(E30:AI30),SUM,
May IOP Attend,D32,=SUM(A33-A32),SUM,
May IOP Attend,AJ32,=SUM(E32:AI32),SUM,
May IOP Attend,D34,=SUM(A35-A34),SUM,
May IOP Attend,AJ34,=SUM(E34:AI34),SUM,
May IOP Attend,D36,=SUM(A37-A36),SUM,
May IOP Attend,AJ36,=SUM(E36:AI36),SUM,
May IOP Attend,D38,=SUM(A39-A38),SUM,
May IOP Attend,AJ38,=SUM(E38:AI38),SUM,
May IOP Attend,D40,=SUM(A41-A40),SUM,
May IOP Attend,AJ40,=SUM(E40:AI40),SUM,
May IOP Attend,D42,=SUM(A43-A42),SUM,
May IOP Attend,AJ42,=SUM(E42:AI42),SUM,
May IOP Attend,D44,=SUM(A45-A44),SUM,
May IOP Attend,AJ44,=SUM(E44:AI44),SUM,
May IOP Attend,D46,=SUM(A47-A46),SUM,
May IOP Attend,AJ46,=SUM(E46:AI46),SUM,
May IOP Attend,D48,=SUM(A49-A48),SUM,
May IOP Attend,AJ48,=SUM(E48:AI48),SUM,
May IOP Attend,D50,=SUM(A51-A50),SUM,
May IOP Attend,AJ50,=SUM(E50:AI50),SUM,
May IOP Attend,D52,=SUM(A53-A52),SUM,
May IOP Attend,AJ52,=SUM(E52:AI52),SUM,
May IOP Attend,D54,=SUM(A55-A54),SUM,
May IOP Attend,AJ54,=SUM(E54:AI54),SUM,
May IOP Attend,D56,=SUM(A57-A56),SUM,
May IOP Attend,AJ56,=SUM(E56:AI56),SUM,
May IOP Attend,D58,=SUM(A59-A58),SUM,
May IOP Attend,AJ58,=SUM(E58:AI58),SUM,
May IOP Attend,D60,=SUM(A61-A60),SUM,
May IOP Attend,AJ60,=SUM(E60:AI60),SUM,
May IOP Attend,D62,=SUM(A63-A62),SUM,
May IOP Attend,AJ62,=SUM(E62:AI62),SUM,
May IOP Attend,D64,=SUM(A65-A64),SUM,
May IOP Attend,AJ64,=SUM(E64:AI64),SUM,
May IOP Attend,D66,=SUM(A67-A66),SUM,
May IOP Attend,AJ66,=SUM(E66:AI66),SUM,
May IOP Attend,D68,=SUM(A69-A68),SUM,
May IOP Attend,AJ68,=SUM(E68:AI68),SUM,
May IOP Attend,D70,=SUM(A71-A70),SUM,
May IOP Attend,AJ70,=SUM(E70:AI70),SUM,
May IOP Attend,D72,=SUM(A73-A72),SUM,
May IOP Attend,AJ72,=SUM(E72:AI72),SUM,
May IOP Attend,D74,=SUM(A75-A74),SUM,
May IOP Attend,AJ74,=SUM(E74:AI74),SUM,
May IOP Attend,D76,=SUM(A77-A76),SUM,
May IOP Attend,AJ76,=SUM(E76:AI76),SUM,
May IOP Attend,D78,=SUM(A79-A78),SUM,
May IOP Attend,AJ78,=SUM(E78:AI78),SUM,
May IOP Attend,D80,=SUM(A81-A80),SUM,
May IOP Attend,AJ80,=SUM(E80:AI80),SUM,
May IOP Attend,D82,=SUM(A83-A82),SUM,
May IOP Attend,AJ82,=SUM(E82:AI82),SUM,
May IOP Attend,D84,=SUM(A85-A84),SUM,
May IOP Attend,AJ84,=SUM(E84:AI84),SUM,
May IOP Attend,D86,=SUM(A87-A86),SUM,
May IOP Attend,AJ86,=SUM(E86:AI86),SUM,
May IOP Attend,D88,=SUM(A89-A88),SUM,
May IOP Attend,AJ88,=SUM(E88:AI88),SUM,
May IOP Attend,D90,=SUM(A91-A90),SUM,
May IOP Attend,AJ90,=SUM(E90:AI90),SUM,
May IOP Attend,D92,=SUM(A93-A92),SUM,
May IOP Attend,AJ92,=SUM(E92:AI92),SUM,
May IOP Attend,D94,=SUM(A95-A94),SUM,
May IOP Attend,AJ94,=SUM(E94:AI94),SUM,
May IOP Attend,D96,=SUM(A97-A96),SUM,
May IOP Attend,AJ96,=SUM(E96:AI96),SUM,
May IOP Attend,D98,=SUM(A99-A98),SUM,
May IOP Attend,AJ98,=SUM(E98:AI98),SUM,
May IOP Attend,D100,=SUM(A101-A100),SUM,
May IOP Attend,AJ100,=SUM(E100:AI100),SUM,
May IOP Attend,D102,=SUM(A103-A102),SUM,
May IOP Attend,AJ102,=SUM(E102:AI102),SUM,
May IOP Attend,D104,=SUM(A105-A104),SUM,
May IOP Attend,AJ104,=SUM(E104:AI104),SUM,
May IOP Attend,D106,=SUM(A107-A106),SUM,
May IOP Attend,AJ106,=SUM(E106:AI106),SUM,
May IOP Attend,D108,=SUM(A109-A108),SUM,
May IOP Attend,AJ108,=SUM(E108:AI108),SUM,
May IOP Attend,D110,=SUM(A111-A110),SUM,
May IOP Attend,AJ110,=SUM(E110:AI110),SUM,
May IOP Attend,D112,=SUM(A113-A112),SUM,
May IOP Attend,AJ112,=SUM(E112:AI112),SUM,
May IOP Attend,D114,=SUM(A115-A114),SUM,
May IOP Attend,AJ114,=SUM(E114:AI114),SUM,
May IOP Attend,D116,=SUM(A117-A116),SUM,
May IOP Attend,AJ116,=SUM(E116:AI116),SUM,
May IOP Attend,E118,=SUM(E4:E116),SUM,
May IOP Attend,F118,=SUM(F4:F73),SUM,
May IOP Attend,H118,=SUM(H4:H116),SUM,
May IOP Attend,K118,=SUM(K4:K116),SUM,
May IOP Attend,R118,=SUM(R4:R116),SUM,
May IOP Attend,Y118,=SUM(Y4:Y116),SUM,
May IOP Attend,AF118,=SUM(AF4:AF116),SUM,
May IOP Attend,AJ118,=SUM(E118:AI118),SUM,
May IOP Attend,I119,=SUM(E118:H118),SUM,
May IOP Attend,P119,=SUM(K118:O118),SUM,
May IOP Attend,W119,=SUM(R118:V118),SUM,
May IOP Attend,AD119,=SUM(Y118:AC118),SUM,
May IOP Attend,AI119,=SUM(AF118:AI118),SUM,
May IOP Attend,AJ119,=SUM(G119:AI119),SUM,
May IOP Attend,B120,='Staffing May'!K1,,Staffing May
May IOP Attend,AJ120,=SUM(F120:AI120),SUM,
May IOP Attend,B123,=AJ2,,
May IOP Attend,C123,='Daily Census IP 2012'!A2,,Daily Census IP 2012
May IOP Attend,B126,=SUM(AJ2*C126),SUM,
May IOP Attend,C126,='Daily Census IP 2012'!A51,,Daily Census IP 2012
June IOP Attend,A1,='Jan IOP 2012 Attend'!A1:AJ1,,Jan IOP 2012 Attend
June IOP Attend,AI2,=SUM(AI4:AI138),SUM,
June IOP Attend,AI3,=B148,,
June IOP Attend,D4,=SUM(A5-A4),SUM,
June IOP Attend,AI4,=SUM(E4:AH4),SUM,
June IOP Attend,D6,=SUM(A7-A6),SUM,
June IOP Attend,AI6,=SUM(E6:AH6),SUM,
June IOP Attend,D8,=SUM(A9-A8),SUM,
June IOP Attend,AI8,=SUM(E8:AH8),SUM,
June IOP Attend,D10,=SUM(A11-A10),SUM,
June IOP Attend,AI10,=SUM(E10:AH10),SUM,
June IOP Attend,D12,=SUM(A13-A12),SUM,
June IOP Attend,AI12,=SUM(E12:AH12),SUM,
June IOP Attend,D14,=SUM(A15-A14),SUM,
June IOP Attend,AI14,=SUM(E14:AH14),SUM,
June IOP Attend,D16,=SUM(A17-A16),SUM,
June IOP Attend,AI16,=SUM(E16:AH16),SUM,
June IOP Attend,D18,=SUM(A19-A18),SUM,
June IOP Attend,AI18,=SUM(E18:AH18),SUM,
June IOP Attend,D20,=SUM(A21-A20),SUM,
June IOP Attend,AI20,=SUM(E20:AH20),SUM,
June IOP Attend,D22,=SUM(A23-A22),SUM,
June IOP Attend,AI22,=SUM(E22:AH22),SUM,
June IOP Attend,D24,=SUM(A25-A24),SUM,
June IOP Attend,AI24,=SUM(E24:AH24),SUM,
June IOP Attend,D26,=SUM(A27-A26),SUM,
June IOP Attend,AI26,=SUM(E26:AH26),SUM,
June IOP Attend,D28,=SUM(A29-A28),SUM,
June IOP Attend,AI28,=SUM(E28:AH28),SUM,
June IOP Attend,D30,=SUM(A31-A30),SUM,
June IOP Attend,AI30,=SUM(E30:AH30),SUM,
June IOP Attend,D32,=SUM(A33-A32),SUM,
June IOP Attend,AI32,=SUM(E32:AH32),SUM,
June IOP Attend,D34,=SUM(A35-A34),SUM,
June IOP Attend,AI34,=SUM(E34:AH34),SUM,
June IOP Attend,D36,=SUM(A37-A36),SUM,
June IOP Attend,AI36,=SUM(E36:AH36),SUM,
June IOP Attend,D38,=SUM(A39-A38),SUM,
June IOP Attend,AI38,=SUM(E38:AH38),SUM,
June IOP Attend,D40,=SUM(A41-A40),SUM,
June IOP Attend,AI40,=SUM(E40:AH40),SUM,
June IOP Attend,D42,=SUM(A43-A42),SUM,
June IOP Attend,AI42,=SUM(E42:AH42),SUM,
June IOP Attend,D44,=SUM(A45-A44),SUM,
June IOP Attend,AI44,=SUM(E44:AH44),SUM,
June IOP Attend,D46,=SUM(A47-A46),SUM,
June IOP Attend,AI46,=SUM(E46:AH46),SUM,
June IOP Attend,D48,=SUM(A49-A48),SUM,
June IOP Attend,AI48,=SUM(E48:AH48),SUM,
June IOP Attend,D50,=SUM(A51-A50),SUM,
June IOP Attend,AI50,=SUM(E50:AH50),SUM,
June IOP Attend,D52,=SUM(A53-A52),SUM,
June IOP Attend,AI52,=SUM(E52:AH52),SUM,
June IOP Attend,D54,=SUM(A55-A54),SUM,
June IOP Attend,AI54,=SUM(E54:AH54),SUM,
June IOP Attend,D56,=SUM(A57-A56),SUM,
June IOP Attend,AI56,=SUM(E56:AH56),SUM,
June IOP Attend,D58,=SUM(A59-A58),SUM,
June IOP Attend,AI58,=SUM(E58:AH58),SUM,
June IOP Attend,D60,=SUM(A61-A60),SUM,
June IOP Attend,AI60,=SUM(E60:AH60),SUM,
June IOP Attend,D62,=SUM(A63-A62),SUM,
June IOP Attend,AI62,=SUM(E62:AH62),SUM,
June IOP Attend,D64,=SUM(A65-A64),SUM,
June IOP Attend,AI64,=SUM(E64:AH64),SUM,
June IOP Attend,D66,=SUM(A67-A66),SUM,
June IOP Attend,AI66,=SUM(E66:AH66),SUM,
June IOP Attend,D68,=SUM(A69-A68),SUM,
June IOP Attend,AI68,=SUM(E68:AH68),SUM,
June IOP Attend,D70,=SUM(A71-A70),SUM,
June IOP Attend,AI70,=SUM(E70:AH70),SUM,
June IOP Attend,D72,=SUM(A73-A72),SUM,
June IOP Attend,AI72,=SUM(E72:AH72),SUM,
June IOP Attend,D74,=SUM(A75-A74),SUM,
June IOP Attend,AI74,=SUM(E74:AH74),SUM,
June IOP Attend,D76,=SUM(A77-A76),SUM,
June IOP Attend,AI76,=SUM(E76:AH76),SUM,
June IOP Attend,D78,=SUM(A79-A78),SUM,
June IOP Attend,AI78,=SUM(E78:AH78),SUM,
June IOP Attend,D80,=SUM(A81-A80),SUM,
June IOP Attend,AI80,=SUM(E80:AH80),SUM,
June IOP Attend,D82,=SUM(A83-A82),SUM,
June IOP Attend,AI82,=SUM(E82:AH82),SUM,
June IOP Attend,D84,=SUM(A85-A84),SUM,
June IOP Attend,AI84,=SUM(E84:AH84),SUM,
June IOP Attend,D86,=SUM(A87-A86),SUM,
June IOP Attend,AI86,=SUM(E86:AH86),SUM,
June IOP Attend,D88,=SUM(A89-A88),SUM,
June IOP Attend,AI88,=SUM(E88:AH88),SUM,
June IOP Attend,D90,=SUM(A91-A90),SUM,
June IOP Attend,AI90,=SUM(E90:AH90),SUM,
June IOP Attend,D92,=SUM(A93-A92),SUM,
June IOP Attend,AI92,=SUM(E92:AH92),SUM,
June IOP Attend,D94,=SUM(A95-A94),SUM,
June IOP Attend,AI94,=SUM(E94:AH94),SUM,
June IOP Attend,D96,=SUM(A97-A96),SUM,
June IOP Attend,AI96,=SUM(E96:AH96),SUM,
June IOP Attend,D98,=SUM(A99-A98),SUM,
June IOP Attend,AI98,=SUM(E98:AH98),SUM,
